Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
1,3,female,24.488834729931668,1,0,3.78073166261572,C
0,2,male,4.247668781602564,1,0,61.11326152793324,S
0,3,female,47.2900235260443,0,0,62.096309462182646,S
0,2,male,10.872259234195345,0,2,4.737344459402607,S
1,1,female,12.559503753497676,1,0,3.348893955371416,S
0,3,male,50.02452605661041,0,0,56.93530615948206,S
1,1,male,39.54092237138136,8,0,52.751012480132204,S
1,2,female,13.840673240189421,0,0,0.20015148458062093,S
1,3,female,13.797218692865343,0,2,10.22532566898541,S
0,3,male,3.34694591969603,0,0,149.6309953714613,S
1,2,male,0.0,2,0,11.120062620949899,S
1,1,male,19.967106318633967,0,2,19.452261489580117,C
0,3,male,25.2535454827899,1,0,4.673898423485754,S
0,3,male,40.94518203371614,1,0,71.73947082263504,C
0,3,male,39.60889090754268,1,2,6.121850092384195,S
1,1,female,18.699593338827082,1,2,9.332489544796836,Q
0,3,male,47.73203879189779,1,0,18.29723812361643,S
1,2,female,38.158198659485805,0,0,0.3924529860908068,S
1,3,male,17.575813493568592,0,1,267.3652830004637,S
0,3,male,37.23063604703865,1,1,5.52535917570961,C
0,1,male,16.71047835036408,1,0,35.102037311370836,Q
0,3,male,30.660494770813308,1,0,28.957380743059193,C
1,3,male,43.01189577493421,0,0,17.389730970332884,S
1,1,female,29.907502457747448,1,0,6.17812445147443,S
0,2,male,16.834100456799547,0,1,20.886968324873344,S
1,2,female,47.67856744896886,0,1,3.877449692433023,C
0,2,male,27.90784890420298,0,0,26.352095636636445,S
